name,state_id,lat,lon,population,is_capital
Elizabethtown,KY,37.693952,-85.8591285,28531,0
Lawrenceville,GA,33.9562149,-83.9879625,28546,0
Cooper City,FL,26.0573112,-80.271716,28547,0
Northampton,MA,42.3250896,-72.6412013,28549,0
Norwood,MA,42.194543,-71.1994976,28602,0
Farmers Branch,TX,32.9265137,-96.8961151,28616,0
North Attleborough,MA,41.9840505432,-71.333029548,28712,0
Clermont,FL,28.5494447,-81.7728543,28742,0
Henderson,KY,37.8361538,-87.5900134,28757,0
Gloucester,MA,42.6159286,-70.6619888,28789,0
Burlingame,CA,37.5841026,-122.3660825,28806,0
Garfield Heights,OH,41.4169974,-81.6059581,28849,0
Cedar City,UT,37.6774769,-113.0618931,28857,0
Newburgh,NY,41.5034271,-74.0104179,28866,0
Needham,MA,42.283431,-71.2328329,28886,0
Kent,OH,41.1536674,-81.357886,28904,0
Orcutt,CA,34.8652574,-120.4359966,28905,0
Owasso,OK,36.2734862006,-95.8784949885,28915,0
Ferry Pass,FL,30.5101959,-87.2124711,28921,0
Burbank,IL,41.7339215,-87.7794981,28925,0
Fajardo,PR,18.3257869,-65.6523838,28930,0
Lake in the Hills,IL,42.1816908,-88.3303618,28965,0
Port Chester,NY,41.0017643,-73.6656834,28967,0
Los Altos,CA,37.3852183,-122.1141298,28976,0
Evans,GA,33.5337464,-82.1306747,29011,0
Spring Hill,TN,35.751179,-86.9300023,29036,0
Hobart,IN,41.5322592,-87.2550353,29059,0
Wentzville,MO,38.81144,-90.8529107,29070,0
Gillette,WY,44.2910915,-105.5022205,29087,0
Georgetown,KY,38.2097967,-84.5588311,29098,0
Morristown,TN,36.2139814,-83.2948922,29137,0
San Pablo,CA,37.9621457,-122.3455263,29139,0
Liberty,MO,39.2461138,-94.4191177,29149,0
Walnut,CA,34.0202894,-117.8653386,29172,0
Elmira,NY,42.0897965,-76.8077338,29200,0
West Falls Church,VA,38.8909449,-77.184425,29207,0
Schererville,IN,41.4789246,-87.4547605,29243,0
East Haven,CT,41.2762081,-72.8684337,29257,0
Oak Park,MI,42.4594803,-83.1827051,29319,0
Franklin Square,NY,40.7073244,-73.6759635,29320,0
Santa Paula,CA,34.3541659,-119.0592705,29321,0
Oak Ridge,TN,36.0103561,-84.2696449,29330,0
Cleburne,TX,32.3476438,-97.3866837,29337,0
Miami Lakes,FL,25.9087056,-80.3086619,29361,0
Fruit Cove,FL,30.1110746,-81.641758,29362,0
Sun Prairie,WI,43.1836046,-89.2137254,29364,0
Williamsport,PA,41.2411897,-77.0010787,29381,0
Los Gatos,CA,37.226611,-121.9746797,29413,0
North Ridgeville,OH,41.3894905,-82.0190321,29465,0
Springville,UT,40.1652335,-111.6107526,29466,0
Sherwood,AR,34.8150907,-92.2243153,29523,0
Aiken,SC,33.5604168,-81.7195533,29524,0
New Bern,NC,35.1084931,-77.0441143,29524,0
Raytown,MO,39.0086171,-94.4635638,29526,0
LaGrange,GA,33.039291,-85.0313269,29588,0
Fort Hood,TX,31.1346213,-97.7798268,29589,0
West Lafayette,IN,40.4258686,-86.9080655,29596,0
Banning,CA,33.9255713,-116.8764103,29603,0
Waxahachie,TX,32.3865312,-96.8483311,29621,0
Pueblo West,CO,38.3500016,-104.7227546,29637,0
Dania Beach,FL,26.052311,-80.1439343,29639,0
Morgantown,WV,39.629526,-79.9558968,29660,0
Des Moines,WA,47.4017661,-122.3242902,29673,0
Austintown,OH,41.1017247,-80.7645239,29677,0
Madison Heights,MI,42.4858692,-83.1052028,29694,0
East Chicago,IN,41.6392024,-87.4547635,29698,0
Rochester,NH,43.3045261,-70.9756186,29752,0
Highland Park,IL,42.1816919,-87.8003438,29763,0
Kennesaw,GA,34.0234337,-84.6154897,29783,0
El Paso de Robles,CA,35.6394065,-120.655849,29793,0
Pullman,WA,46.7312745,-117.1796158,29799,0
Niles,IL,42.0189191,-87.8028402,29803,0
Granite City,IL,38.7014389,-90.1487199,29849,0
Shawnee,OK,35.3312402006,-96.9490834885,29857,0
Westchester,FL,25.7548224,-80.3272741,29862,0
Laplace,LA,30.0665907,-90.4800848,29872,0
Goleta,CA,34.4358295,-119.8276389,29888,0
Texarkana,AR,33.4417915,-94.0376881,29919,0
Saratoga,CA,37.2638324,-122.0230146,29926,0
Carney,MD,39.3942737,-76.523576,29941,0
Marion,IN,40.5583739,-85.6591442,29948,0
Florence,KY,38.9989499,-84.6266111,29951,0
Dover,NH,43.1978624,-70.8736698,29987,0
Burton,MI,42.9994718,-83.6163424,29999,0
Ithaca,NY,42.4406284,-76.4966071,30014,0
Bowling Green,OH,41.3747744,-83.6513229,30028,0
Algonquin,IL,42.1655801,-88.2942493,30046,0
Southgate,MI,42.2139284,-83.1938147,30047,0
Westfield,IN,40.0428151,-86.1274888,30068,0
Brooklyn Center,MN,45.076076,-93.3327284,30104,0
Clearfield,UT,41.1107771,-112.0260538,30112,0
Wake Forest,NC,35.9798734,-78.5097228,30117,0
Wheat Ridge,CO,39.766098,-105.0772063,30166,0
Port Huron,MI,42.9708634,-82.4249142,30184,0
Fair Oaks,VA,38.86598,-77.36864,30223,0
Englewood,CO,39.6477653,-104.9877597,30255,0
Chicago Heights,IL,41.506146,-87.6355995,30276,0
Gallatin,TN,36.3883809,-86.4466599,30278,0
Westfield,NJ,40.6589912,-74.3473717,30316,0
Salisbury,MD,38.3606736,-75.5993692,30343,0
Laguna Hills,CA,33.612523,-117.71283,30344,0
Alabaster,AL,33.2442813,-86.8163773,30352,0
Oswego,IL,41.6828074,-88.3514596,30355,0
Alamogordo,NM,32.8995325,-105.960265,30403,0
Ballwin,MO,38.5950533,-90.5462339,30404,0
College Park,MD,38.980666,-76.9369189,30413,0
Issaquah,WA,47.5301011,-122.0326191,30434,0
Cookeville,TN,36.162839,-85.5016423,30435,0
North Royalton,OH,41.3136644,-81.7245739,30444,0
Springfield,VA,38.7892801,-77.1872036,30484,0
Garfield,NJ,40.8814882,-74.113198,30487,0
Eldersburg,MD,39.4037147,-76.9502567,30531,0
Fallbrook,CA,33.3764196,-117.2511466,30534,0
Newington,CT,41.6978777,-72.7237063,30562,0
Foster City,CA,37.5585465,-122.2710788,30567,0
Manchester,CT,41.7759324,-72.5214755,30577,0
Andover,MN,45.2332985,-93.2913405,30598,0
New Iberia,LA,30.0035365,-91.8187285,30617,0
Rosenberg,TX,29.5571825,-95.8085623,30618,0
Owings Mills,MD,39.4195499,-76.7802529,30622,0
Benton,AR,34.5645372,-92.586828,30681,0
Mason,OH,39.3600586,-84.309939,30712,0
Long Branch,NJ,40.3042778,-73.9923596,30719,0
Parkville,MD,39.3773292,-76.5396875,30734,0
Pikesville,MD,39.3742729,-76.7224727,30764,0
Kearney,NE,40.699457,-99.0814767,30787,0
Laramie,WY,41.3113669,-105.5911007,30816,0
Fair Oaks,CA,38.6446264,-121.2721718,30912,0
Douglasville,GA,33.7514966,-84.7477136,30961,0
La Verne,CA,34.1008426,-117.7678355,31063,0
Mundelein,IL,42.263079,-88.0039653,31064,0
West Bend,WI,43.4252776,-88.1834277,31078,0
University Place,WA,47.2356536,-122.5504041,31144,0
Jamestown,NY,42.0970023,-79.2353259,31146,0
Juneau,AK,58.3019444,-134.4197222,31275,0
Gurnee,IL,42.3702996,-87.9020186,31295,0
Spring Valley,NY,41.1131514,-74.0437521,31347,0
Richmond,KY,37.7478572,-84.2946539,31364,0
Navarre,FL,30.4015879,-86.863571,31378,0
Lexington,MA,42.4473175,-71.2245003,31394,0
Newark,DE,39.6837226,-75.7496572,31454,0
Schertz,TX,29.5521737,-98.2697341,31465,0
Michigan City,IN,41.7075394,-86.8950297,31479,0
Parkersburg,WV,39.2667418,-81.5615135,31492,0
Fairbanks,AK,64.8377778,-147.7163889,31535,0
North Tonawanda,NY,43.038668,-78.8642034,31568,0
Hopkinsville,KY,36.8656009,-87.4886186,31577,0
Centereach,NY,40.8584316,-73.0995539,31578,0
Tooele,UT,40.5307776,-112.29828,31605,0
Franklin,MA,42.0834313,-71.396725,31635,0
Goshen,IN,41.5822716,-85.8344383,31719,0
Valparaiso,IN,41.4730948,-87.0611412,31730,0
Walla Walla,WA,46.0645809,-118.3430209,31731,0
Mount Vernon,WA,48.421216,-122.3340474,31743,0
Adelanto,CA,34.5827699,-117.409215,31765,0
El Mirage,AZ,33.6130942,-112.3246042,31797,0
Oregon City,OR,45.3573429,-122.6067583,31859,0
Naugatuck,CT,41.48593,-73.0506632,31862,0
Leawood,KS,38.966673,-94.6169012,31867,0
Lewiston,ID,46.4165506,-117.0176569,31894,0
Watertown,MA,42.3709299,-71.1828321,31915,0
Wenatchee,WA,47.4234599,-120.3103494,31925,0
Land O' Lakes,FL,28.2188992,-82.4575938,31996,0
Deer Park,TX,29.7052284,-95.1238204,32010,0
Socorro,TX,31.654557,-106.3033146,32013,0
Menlo Park,CA,37.4538274,-122.1821871,32026,0
Copperas Cove,TX,31.124062,-97.9030785,32032,0
Montgomery Village,MD,39.1767734,-77.1952597,32032,0
Oceanside,NY,40.6387141,-73.6401296,32109,0
Randolph,MA,42.1625997,-71.0411588,32112,0
Massillon,OH,40.7967244,-81.5215093,32149,0
Wildomar,CA,33.5989126,-117.2800372,32176,0
McMinnville,OR,45.2101162,-123.1987163,32187,0
Galesburg,IL,40.9478158,-90.3712395,32195,0
Bethel Park,PA,40.3275697,-80.0394977,32313,0
Fairborn,OH,39.8208925,-84.0193789,32352,0
Petersburg,VA,37.2279279,-77.4019267,32420,0
Randallstown,MD,39.3673278,-76.7952525,32430,0
Eastpointe,MI,42.4683698,-82.9554746,32442,0
Fair Lawn,NJ,40.9403762,-74.1318096,32457,0
Riviera Beach,FL,26.7753405,-80.0580969,32488,0
North Chicago,IL,42.325578,-87.8411818,32574,0
La Vergne,TN,36.0156178,-86.5819394,32588,0
Lauderdale Lakes,FL,26.1664736,-80.2083806,32593,0
Milton,GA,34.1321631,-84.300666,32661,0
Oildale,CA,35.4196799,-119.0195452,32684,0
Mooresville,NC,35.5848596,-80.8100724,32711,0
North Olmsted,OH,41.4156025,-81.9234726,32718,0
Westlake,OH,41.4553232,-81.9179174,32729,0
Poughkeepsie,NY,41.7003713,-73.9209701,32736,0
Lawndale,CA,33.887237,-118.3525744,32769,0
Monroe,NC,34.9854275,-80.5495112,32797,0
Phenix City,AL,32.4709761,-85.0007653,32822,0
Security,CO,38.7485185,-104.7138795,32882,0
Woodridge,IL,41.7469749,-88.0503406,32971,0
Saint Charles,IL,41.9141945,-88.3086867,32974,0
Nacogdoches,TX,31.6035129,-94.6554874,32996,0
Redan,GA,33.745385,-84.1315839,33015,0
Seaside,CA,36.611041,-121.844605,33025,0
Danville,IL,40.124481,-87.6300207,33027,0
Huntington Station,NY,40.8534318,-73.4115091,33029,0
Bangor,ME,44.8011821,-68.7778138,33039,0
Newnan,GA,33.3806716,-84.7996573,33039,0
Holland,MI,42.7875235,-86.1089301,33051,0
Foothill Farms,CA,38.678773,-121.351144,33121,0
Elk Grove Village,IL,42.0039178,-87.9703461,33127,0
Dalton,GA,34.7698021,-84.9702228,33128,0
Marrero,LA,29.8993723,-90.1003506,33141,0
Pleasant Hill,CA,37.9479786,-122.0607963,33152,0
Northbrook,IL,42.1275267,-87.8289548,33170,0
Elmont,NY,40.700936,-73.712909,33198,0
Bettendorf,IA,41.5244777,-90.51569,33217,0
Gahanna,OH,40.0192307,-82.8793446,33248,0
Long Beach,NY,40.5884374,-73.657908,33275,0
Winter Springs,FL,28.6988853,-81.3081226,33282,0
Burien,WA,47.4703768,-122.3467918,33313,0
Oviedo,FL,28.669997,-81.2081203,33342,0
Dana Point,CA,33.4669721,-117.6981075,33351,0
Brighton,CO,39.9852617,-104.8205283,33352,0
San Dimas,CA,34.1066756,-117.8067257,33371,0
Cottonwood Heights,UT,40.6196702,-111.8102104,33433,0
Hinesville,GA,31.846877,-81.5959453,33437,0
Olive Branch,MS,34.9617605,-89.8295315,33484,0
Bothell,WA,47.7623204,-122.2054035,33505,0
Pleasant Grove,UT,40.3641184,-111.73854,33509,0
Chillum,MD,38.9637218,-76.9908093,33513,0
Indian Trail,NC,35.0768141,-80.6692352,33518,0
Butte-Silver Bow,MT,45.9019367,-112.6570803,33525,0
Jackson,MI,42.245869,-84.4013462,33534,0
New City,NY,41.1475954,-73.9893061,33559,0
Roseville,MN,45.0060767,-93.1566107,33660,0
Salisbury,NC,35.6709727,-80.4742261,33662,0
East Point,GA,33.6795531,-84.4393724,33712,0
Rome,NY,43.2128473,-75.4557304,33725,0
Houma,LA,29.5957696,-90.7195348,33727,0
Manitowoc,WI,44.0886059,-87.6575841,33736,0
Upper Arlington,OH,39.9945084,-83.0624078,33771,0
La Porte,TX,29.6657838,-95.0193729,33800,0
Gainesville,GA,34.2978794,-83.8240663,33804,0
Olney,MD,39.1531628,-77.066923,33844,0
San Juan,TX,26.1892409,-98.1552872,33856,0
Winter Haven,FL,28.0222435,-81.7328568,33874,0
Inver Grove Heights,MN,44.8480218,-93.0427153,33880,0
Orangevale,CA,38.6785145,-121.2257818,33960,0
Prattville,AL,32.4640245,-86.4596966,33960,0
Chester,PA,39.849557,-75.3557458,33972,0
Vestavia Hills,AL,33.4487183,-86.7877668,34033,0
Pekin,IL,40.5675388,-89.640658,34094,0
Beverly Hills,CA,34.0736204,-118.4003563,34109,0
Hobbs,NM,32.7026116,-103.1360403,34122,0
Royal Palm Beach,FL,26.7083984,-80.2306019,34140,0
Oakton,VA,38.8809451,-77.3008172,34166,0
La Presa,CA,32.7081085,-116.9972487,34169,0
Glendale Heights,IL,41.9103068,-88.0717353,34208,0
Brunswick,OH,41.2381096,-81.8418007,34255,0
Rubidoux,CA,33.9961256,-117.4056018,34280,0
Norristown,PA,40.121497,-75.3399048,34324,0
Peachtree City,GA,33.3967829,-84.5957629,34364,0
West Hollywood,CA,34.0900091,-118.3617443,34399,0
Greenville,MS,33.4101161,-91.0617735,34400,0
Moorpark,CA,34.285558,-118.8820414,34421,0
Central Islip,NY,40.7906538,-73.2017811,34450,0
Oak Creek,WI,42.8858503,-87.8631362,34451,0
Grants Pass,OR,42.439007,-123.3283925,34533,0
Tupelo,MS,34.2576067,-88.7033859,34546,0
Winter Garden,FL,28.5652787,-81.5861847,34568,0
Cottage Grove,MN,44.8277446,-92.9438218,34589,0
San Juan Capistrano,CA,33.5016932,-117.6625509,34593,0
Kane'ohe,HI,21.4087496,-157.7887943,34597,0
Columbia,TN,35.6150716,-87.0352831,34681,0
Spanish Fork,UT,40.114955,-111.654923,34691,0
Plant City,FL,28.0186323,-82.1128641,34721,0
Merritt Island,FL,28.3510167351,-80.6938711869,34743,0
Delaware,OH,40.2986724,-83.067965,34753,0
Marion,IA,42.0341658,-91.5976773,34768,0
Stow,OH,41.1595005,-81.4403898,34837,0
Lake Worth,FL,26.6159015,-80.056986,34910,0
Claremont,CA,34.0966764,-117.7197785,34926,0
Hollister,CA,36.8524545,-121.4016021,34928,0
Bay City,MI,43.5944677,-83.8888648,34932,0
Marana,AZ,32.436738,-111.2253822,34961,0
Marumsco,VA,38.6370244,-77.2618038,35036,0
Lufkin,TX,31.3382406,-94.729097,35067,0
Manhattan Beach,CA,33.8847361,-118.4109089,35135,0
Chelsea,MA,42.3917638,-71.0328284,35177,0
Saint Cloud,FL,28.2489016,-81.2811801,35183,0
Hot Springs,AR,34.5037004,-93.0551795,35193,0
Richfield,MN,44.8832982,-93.2830021,35228,0
Merrillville,IN,41.4828144,-87.3328139,35246,0
Leavenworth,KS,39.3111112,-94.9224637,35251,0
Bentonville,AR,36.3728538,-94.2088172,35301,0
Dunedin,FL,28.0197404,-82.7717684,35321,0
Fort Lee,NJ,40.8509333,-73.9701382,35345,0
University City,MO,38.6558849,-90.3092813,35371,0
Boardman,OH,41.0242256,-80.6628528,35376,0
Oakley,CA,37.9974219,-121.7124536,35432,0
Franklin,WI,42.888627,-88.0384195,35451,0
Bell,CA,33.9775142,-118.1870156,35477,0
Wildwood,MO,38.582831,-90.6629047,35517,0
Temple City,CA,34.1072305,-118.0578456,35558,0
Grove City,OH,39.8814519,-83.0929645,35575,0
Ocoee,FL,28.5691677,-81.5439619,35579,0
Del Rio,TX,29.3627296,-100.896761,35591,0
Menomonee Falls,WI,43.1788967,-88.1173132,35626,0
Weslaco,TX,26.1595195,-97.9908366,35670,0
South Miami Heights,FL,25.597606,-80.3806096,35696,0
Linton Hall,VA,38.7598381,-77.5749905,35725,0
Kearns,UT,40.6599468,-111.9963275,35731,0
Bartlesville,OK,36.7512588006,-96.0046009885,35750,0
Aventura,FL,25.9564812,-80.1392121,35762,0
Northglenn,CO,39.885541,-104.9872026,35789,0
Martinez,GA,33.5173577,-82.0756734,35795,0
Parkland,WA,47.1553769,-122.4340113,35803,0
Friendswood,TX,29.5293998,-95.2010447,35805,0
Martinez,CA,38.0193657,-122.1341321,35824,0
Lynnwood,WA,47.8209301,-122.3151313,35836,0
Apache Junction,AZ,33.4150485,-111.5495777,35840,0
Reynoldsburg,OH,39.9547861,-82.8121191,35893,0
Goose Creek,SC,32.9810059,-80.0325867,35938,0
Clinton,MD,38.7651145,-76.8983059,35970,0
Los Banos,CA,37.0582786,-120.8499151,35972,0
Willowbrook,CA,33.9169602,-118.2550726,35983,0
Trumbull,CT,41.2428742,-73.2006687,36018,0
Dover,DE,39.158168,-75.5243682,36047,1
Westerville,OH,40.1261743,-82.9290696,36120,0
Commack,NY,40.8428759,-73.2928943,36124,0
Oakville,MO,38.4700533,-90.3045605,36143,0
Rome,GA,34.257038,-85.1646726,36303,0
The Colony,TX,33.0890094,-96.8863922,36328,0
Mechanicsville,VA,37.6087561,-77.373314,36348,0
Lancaster,TX,32.5920798,-96.7561083,36361,0
New Albany,IN,38.2856247,-85.8241312,36372,0
Torrington,CT,41.8006523,-73.1212214,36383,0
Texarkana,TX,33.425125,-94.0476882,36411,0
Goldsboro,NC,35.3848841,-77.9927651,36437,0
Pahrump,NV,36.2082943,-115.9839147,36441,0
Keizer,OR,44.9901194,-123.0262077,36478,0
Panama City,FL,30.1588129,-85.6602058,36484,0
Mission Bend,TX,29.6938429,-95.6649468,36501,0
Monrovia,CA,34.1480621,-117.9989548,36590,0
Lewiston,ME,44.100351,-70.2147764,36592,0
Brighton,NY,43.1475626,-77.5505543,36609,0
Lake Oswego,OR,45.4206749,-122.6706498,36619,0
Longview,WA,46.1381677,-122.9381672,36648,0
Montclair,CA,34.0775104,-117.6897776,36664,0
Burleson,TX,32.5420821,-97.3208492,36690,0
Greenfield,WI,42.9614039,-88.0125865,36720,0
Richmond,IN,39.8289369,-84.8902383,36812,0
Portage,IN,41.5758708,-87.1761455,36828,0
Marion,OH,40.5886699,-83.1285242,36837,0
Gadsden,AL,34.014264,-86.0066386,36856,0
Beaumont,CA,33.9294606,-116.977248,36877,0
Roy,UT,41.1616108,-112.0263313,36884,0
Addison,IL,41.931696,-87.9889556,36942,0
Beloit,WI,42.5083482,-89.0317765,36966,0
Spartanburg,SC,34.9495672,-81.9320482,37013,0
Puyallup,WA,47.1853785,-122.2928974,37022,0
Calumet City,IL,41.6155909,-87.5294871,37042,0
Florence,SC,34.1954331,-79.7625625,37056,0
Brentwood,TN,36.0331164,-86.7827772,37060,0
Shakopee,MN,44.7980186,-93.5268986,37076,0
Hilton Head Island,SC,32.216316,-80.752608,37099,0
Hallandale Beach,FL,25.9812025,-80.148379,37113,0
Mableton,GA,33.8187167,-84.5824329,37115,0
Odenton,MD,39.0839981,-76.7002462,37132,0
Pacifica,CA,37.6138253,-122.4869194,37234,0
Bozeman,MT,45.6796526,-111.0385582,37280,0
Hurst,TX,32.8234621,-97.1705678,37337,0
La Quinta,CA,33.6633573,-116.3100095,37467,0
Apex,NC,35.732652,-78.8502856,37476,0
Park Ridge,IL,42.0111412,-87.8406192,37480,0
Rockwall,TX,32.9312336,-96.4597089,37490,0
Sun City,AZ,33.5975393,-112.2718239,37499,0
Valley Stream,NY,40.6642699,-73.7084645,37511,0
Greenacres,FL,26.6274784,-80.1373113,37573,0
Severna Park,MD,39.070388,-76.5452409,37634,0
Wheeling,IL,42.1391928,-87.9289591,37648,0
Carpentersville,IL,42.1211364,-88.2578582,37691,0
Bremerton,WA,47.5673176,-122.6326391,37729,0
Clovis,NM,34.4047987,-103.2052272,37775,0
Manassas,VA,38.7509488,-77.4752667,37821,0
Woodlawn,MD,39.3228841,-76.7280277,37879,0
Morgan Hill,CA,37.1305012,-121.6543901,37882,0
Brookfield,WI,43.0605671,-88.1064787,37920,0
Cape Girardeau,MO,37.3058839,-89.5181476,37941,0
Hanover Park,IL,41.9994722,-88.1450735,37973,0
Maplewood,MN,44.9530215,-92.9952153,38018,0
Moorhead,MN,46.8738524,-96.7675807,38065,0
Huber Heights,OH,39.843947,-84.1246608,38101,0
Woburn,MA,42.4792618,-71.1522766,38120,0
East Meadow,NY,40.7139898,-73.5590157,38132,0
Ormond Beach,FL,29.2858129,-81.0558894,38137,0
Lincoln Park,MI,42.2505943,-83.1785361,38144,0
Stanton,CA,33.8025155,-117.9931165,38186,0
Waipahu,HI,21.3866667,-158.0091667,38216,0
Channelview,TX,29.7760599,-95.1146533,38289,0
Annapolis,MD,38.9784453,-76.4921829,38394,1
Muskegon,MI,43.2341813,-86.2483921,38401,0
Marlborough,MA,42.3459271,-71.5522874,38499,0
Sherman,TX,33.6356618,-96.6088805,38521,0
Duncanville,TX,32.6518004,-96.9083366,38524,0
Huntsville,TX,30.7235263,-95.5507771,38548,0
Calexico,CA,32.6789476,-115.4988834,38572,0
Kailua,HI,21.4022222,-157.7394444,38635,0
Coppell,TX,32.9545687,-97.0150078,38659,0
The Acreage,FL,26.794042,-80.267487,38704,0
Riverton,UT,40.521893,-111.9391023,38753,0
Lima,OH,40.742551,-84.1052256,38771,0
Lancaster,OH,39.7136754,-82.5993294,38780,0
Prescott Valley,AZ,34.6100243,-112.315721,38822,0
Germantown,TN,35.0867577,-89.8100858,38844,0
Culver City,CA,34.0211224,-118.3964665,38883,0
Rock Island,IL,41.5094771,-90.5787477,39018,0
Wausau,WI,44.9591352,-89.6301221,39106,0
Coram,NY,40.8687097,-73.0014946,39113,0
Muskogee,OK,35.7518243006,-95.3934739885,39223,0
Cedar Falls,IA,42.5277622,-92.4454654,39260,0
Essex,MD,39.3092743,-76.474962,39262,0
Brea,CA,33.9166805,-117.9000604,39282,0
Mankato,MN,44.1635775,-93.9993996,39309,0
Florence,AL,34.79981,-87.677251,39319,0
Campbell,CA,37.2871651,-121.9499568,39349,0
North Fort Myers,FL,26.6672935,-81.8800862,39407,0
Urbandale,IA,41.6266555,-93.7121656,39463,0
Beverly,MA,42.5584284,-70.8800491,39502,0
Bullhead City,AZ,35.1477774,-114.5682983,39540,0
Atlantic City,NJ,39.3642834,-74.4229266,39558,0
Shelton,CT,41.3164856,-73.0931641,39559,0
Plainfield,IL,41.6269745,-88.2039539,39581,0
New Berlin,WI,42.9764027,-88.1084224,39584,0
Keller,TX,32.9345701,-97.251682,39627,0
Hagerstown,MD,39.6417629,-77.7199932,39662,0
Romeoville,IL,41.6475306,-88.0895061,39680,0
Edmonds,WA,47.8106521,-122.3773552,39709,0
Carol Stream,IL,41.9125286,-88.1347927,39711,0
San Gabriel,CA,34.0961111,-118.1058333,39718,0
La Puente,CA,34.0200114,-117.9495083,39816,0
Prescott,AZ,34.5400242,-112.4685025,39843,0
Streamwood,IL,42.0255827,-88.1784085,39858,0
Holyoke,MA,42.2042587,-72.6162009,39880,0
Smyrna,TN,35.9828413,-86.5186045,39974,0
Hickory,NC,35.7331878,-81.3411974,40010,0
Cutler Bay,FL,25.5783,-80.3377,40286,0
Fitchburg,MA,42.5834228,-71.8022956,40318,0
North Atlanta,GA,33.8651033,-84.3365918,40456,0
Norwich,CT,41.5242649,-72.0759105,40493,0
Linden,NJ,40.6220478,-74.2445902,40499,0
Sumter,SC,33.9204354,-80.3414693,40524,0
Quincy,IL,39.9356016,-91.4098727,40633,0
Covington,KY,39.0836712,-84.5085537,40640,0
Kearny,NJ,40.7684342,-74.1454214,40684,0
Coachella,CA,33.6803003,-116.173894,40704,0
Crystal Lake,IL,42.2411344,-88.3161965,40743,0
Leominster,MA,42.5250906,-71.759794,40759,0
Minot,ND,48.2325095,-101.2962732,40888,0
Rohnert Park,CA,38.3396367,-122.7010984,40971,0
Annandale,VA,38.8303905,-77.1963703,41008,0
Oro Valley,AZ,32.3909071,-110.966488,41011,0
North Lauderdale,FL,26.217305,-80.2258811,41023,0
Burke,VA,38.7934466,-77.2716505,41055,0
Lake Ridge,VA,38.687894,-77.2977618,41058,0
Westfield,MA,42.1250929,-72.749538,41094,0
San Bruno,CA,37.6304904,-122.4110835,41114,0
Meridian,MS,32.3643098,-88.703656,41148,0
Woonsocket,RI,42.0028761,-71.5147839,41186,0
Findlay,OH,41.0442201,-83.6499321,41202,0
Bartlett,IL,41.9950276,-88.1856301,41208,0
Urbana,IL,40.1105875,-88.2072697,41250,0
Cleveland,TN,35.1595182,-84.8766115,41285,0
Salem,MA,42.51954,-70.8967155,41340,0
Oakland Park,FL,26.1723065,-80.1319893,41363,0
Wylie,TX,33.0151201,-96.5388789,41427,0
Altamonte Springs,FL,28.6611089,-81.3656243,41496,0
Buffalo Grove,IL,42.1514146,-87.959794,41496,0
Wilkes-Barre,PA,41.2459149,-75.8813075,41498,0
North Miami Beach,FL,25.9331488,-80.1625463,41523,0
Apopka,FL,28.6805529,-81.5095165,41542,0
Hicksville,NY,40.7684331,-73.5251253,41547,0
Warren,OH,41.2375569,-80.8184166,41557,0
Catonsville,MD,39.2720509,-76.7319161,41567,0
Fort Pierce,FL,27.4467056,-80.3256056,41590,0
Rancho Palos Verdes,CA,33.7444613,-118.3870173,41643,0
Everett,MA,42.40843,-71.0536625,41667,0
Littleton,CO,39.613321,-105.0166498,41737,0
Dublin,OH,40.0992294,-83.1140771,41751,0
Midland,MI,43.6155825,-84.2472117,41863,0
State College,PA,40.793395,-77.8600013,42034,0
Danville,CA,37.8215929,-121.9999606,42039,0
Bell Gardens,CA,33.9652918,-118.1514588,42072,0
Hutchinson,KS,38.0608445,-97.9297743,42080,0
El Dorado Hills,CA,38.6857367,-121.082167,42108,0
Draper,UT,40.5246711,-111.8638226,42274,0
Lacey,WA,47.0342629,-122.8231915,42393,0
Haltom City,TX,32.7995738,-97.2691817,42409,0
Burlington,VT,44.4758825,-73.212072,42417,0
Lompoc,CA,34.6391501,-120.4579409,42434,0
Fairfield,OH,39.34589,-84.5605016,42510,0
Bountiful,UT,40.8893895,-111.880771,42552,0
Newark,CA,37.5296593,-122.0402399,42573,0
El Centro,CA,32.792,-115.5630514,42598,0
Leesburg,VA,39.1156615,-77.5636015,42616,0
Blacksburg,VA,37.2295733,-80.4139393,42620,0
Kannapolis,NC,35.4873613,-80.6217341,42625,0
North Highlands,CA,38.6857362,-121.3721745,42694,0
Concord,NH,43.2081366,-71.5375718,42695,1
Sayreville,NJ,40.4592726,-74.3609822,42704,0
Altadena,CA,34.1897275,-118.1311819,42777,0
Lincoln,CA,38.891565,-121.2930079,42819,0
Arlington,MA,42.4153739,-71.1564428,42844,0
Freeport,NY,40.6576022,-73.5831835,42860,0
Madison,AL,34.6992579,-86.7483318,42938,0
Hackensack,NJ,40.8859326,-74.0434736,43010,0
Fond du Lac,WI,43.7730448,-88.4470508,43021,0
Danville,VA,36.5859718,-79.3950228,43055,0
Jefferson City,MO,38.5767017,-92.1735164,43079,1
Lombard,IL,41.8800296,-88.0078435,43165,0
West Babylon,NY,40.718155,-73.3542871,43213,0
Hilo,HI,19.722474,-155.0868273,43263,0
Summerville,SC,33.0185039,-80.1756481,43392,0
Charlottesville,VA,38.0293059,-78.4766781,43475,0
Maricopa,AZ,33.0581063,-112.0476423,43482,0
